gid,latitude,longitude,cgeoth_grad,cgeoth_grad_sym,cgeoth_grad_std_err,heat_flow,heat_flow_sym,heat_flow_std_err,cheat_flow,cheat_flow_sym,cheat_flow_std_err,quality_code
NM-06205,32.7501191,-107.2505878,,,,3.35,,,,,,A
NM-06205,32.7501191,-107.2505878,,,,13.81,,,,,,B
NM-06207,32.5001269,-107.0005792,,,,58.16,,,,,,X
NM-06214,32.5570247,-107.1521838,,,,71.55,,,,,,X
NM-06216,32.4113282,-107.2367852,,,,59.83,,,,,,A
NM-06218,33.0950122,-106.8245781,,,,56.48,,,,,,X
NM-06226,32.2536337,-106.9740769,,,,93.72,,,,,,C
NM-06229,32.2501319,-107.375588,,,,147.28,,,,,,X
NM-06233,32.2206327,-107.3866882,,,,122.59,,,,,,X
NM-06237,32.1892298,-108.1775099,,,,83.68,,,,,,C
NM-06245,32.0221379,-107.4339882,,,,,,,,,,X
NM-06215,32.5492245,-107.233286,,,,101.25,,,,,,X
NM-06249,32.2544346,-106.7810715,,,,87.86,,,,,,A
NM-06253,32.5868214,-107.6862989,,,,92.05,,,,,,A
NM-06259,32.4904252,-107.4363913,,,,20.92,,,,,,X
NM-06265,32.3583251,-108.1922114,,,,42.68,,,,,,A
NM-06266,33.1327008,-108.9514379,,,,1.7,,,,,,X
NM-06275,33.5578903,-108.8907393,,,,96.65,,,,,,A
NM-06278,33.1748018,-108.5515271,,,,111.71,,,,,,X
NM-06285,32.6012188,-108.154212,,,,56.48,,,,,,X
NM-06287,32.1535352,-107.2407837,,,,73.64,,,,,,G
NM-06288,32.123736,-107.2426835,,,,71.96,,,,,,B
NM-06288,32.123736,-107.2426835,,,,117.15,,,,,,X
NM-06296,31.9170438,-106.7862695,,,,100.42,,,,,,X
NM-06297,31.938343,-106.8195706,,,,117.15,,,,,,A
NM-06300,31.7922456,-107.1492788,,,,84.52,,,,,,X
NM-06301,31.7872459,-107.1100777,,,,86.19,,,,,,X
NM-06307,32.0141397,-107.0997789,,,,96.23,,,,,,A
NM-06308,32.0450389,-107.0762784,,,,83.68,,,,,,X
NM-06309,32.0529388,-107.0670782,,,,75.31,,,,,,G
NM-06312,32.9518123,-107.5817984,,,,,,,,,,
NM-06312,32.9518123,-107.5817984,,,,297,,,,,,B
NM-06316,32.9422126,-107.5731981,,,,,,,,,,
NM-06316,32.9422126,-107.5731981,,,,,,,,,,
NM-06316,32.9422126,-107.5731981,,,,379.5,,,,,,A
NM-06320,36.0140468,-106.4375873,,,,96.2,,,,,,A
NM-06321,36.0140468,-106.4472876,,,,129.7,,,,,,B
NM-06343,35.9253475,-106.6660933,,,,209.2,,,,,,G
NM-06350,35.8169503,-106.5469891,,,,209.2,,,,,,G
NM-06351,35.8663497,-106.4742873,,,,334.7,,,,,,G
NM-06356,35.8831493,-106.4735874,,,,326.4,,,,,,G
NM-06357,35.85115,-106.4714871,,,,179.9,,,,,,G
NM-06359,35.8781494,-106.4804876,,,,263.6,,,,,,G
NM-06364,35.9084481,-106.6161918,,,,954,,,,,,G
NM-06365,35.9197479,-106.6030915,,,,849.4,,,,,,G
NM-06366,35.9157481,-106.589191,,,,836.8,,,,,,G
NM-06370,35.9039484,-106.5649902,,,,1041.8,,,,,,G
NM-06373,35.9449474,-106.5947914,,,,510.4,,,,,,G
NM-06383,35.8669489,-106.6154914,,,,673.6,,,,,,G
NM-06385,35.9657469,-106.6189923,,,,732.2,,,,,,G
NM-06386,35.9730469,-106.5871914,,,,401.7,,,,,,G
NM-06388,35.9725471,-106.5414901,,,,481.2,,,,,,G
NM-06391,35.9112485,-106.5303893,,,,280.3,,,,,,G
NM-06395,35.9444476,-106.5580903,,,,330.5,,,,,,G
NM-06397,35.9466476,-106.5580903,,,,472.8,,,,,,G
NM-06399,35.967447,-106.6002917,,,,431,,,,,,G
NM-06400,35.9843466,-106.604492,,,,318,,,,,,G
NM-06412,35.9253479,-106.5774908,,,,786.6,,,,,,G
NM-06422,35.9533471,-106.6397928,391.3,,,736.7,,,,,,B
NM-06424,35.9063481,-106.6305922,289.38,,,544.8,,,,,,B
NM-06425,35.5616565,-106.3796823,,,,,,,,,,
NM-06425,35.5616565,-106.3796823,,,,,,,,,,
NM-06425,35.5616565,-106.3796823,198.598,,,373.9,,,,,,A
NM-06429,35.9425473,-106.6297924,158.886,,,299.2,,,,,,B
NM-06436,35.81005,-106.6472919,,,,,,,,,,
NM-06436,35.81005,-106.6472919,165.07,,,310.8,,,,,,B
NM-06441,35.7933504,-106.6259912,125.4,,,236.1,,,,,,B
NM-08002,32.7314,-104.1787,,,,,,,,,,
NM-06217,33.12821,-107.1077863,,,,112.97,,,,,,X
NV-00101,36.8599681,-116.4475794,,,,,,,29,,,D
NV-00145,36.8466681,-116.4791801,,,,,,,49,,,
NV-00145,36.8466681,-116.4791801,,,,,,,51,,,D
NV-00551,39.8332412,-117.5076128,,,,315.84,,,,,,G
NV-00565,39.8432398,-117.6626173,,,,47.6,,,,,,C
NV-01003,,,,,,51,,,,,,C
NV-01232,40.5829049,-116.6009307,,,,,,,,,,D
NV-01282,,,,,,28,,,,,,A
NV-01282,,,,,,28,,,,,,A
NV-01735,38.4367608,-115.7929458,,,,,,,,,,
NV-02268,39.7567244,-115.5618898,,,,249.76,,,,,,G
NV-02268,39.7567244,-115.5618898,,,,180.42,,,,,,G
NV-02309,40.7048807,-119.2912088,,,,71,,,,,,A
NV-02312,40.7990808,-119.1277056,,,,67,,,,,,A
NV-02315,38.5832379,-116.2008931,31,,,54,*,,53,*,,A
NM-00239,34.0717865,-107.1322934,39.6,,2.5,70.884,,,48,,,C
NV-02317,37.9666605,-114.6008407,18.3,*,,70,,,73,,,A
NV-02324,38.5666326,-116.9342134,25.4,,,77,,,75,,,A
NV-02327,39.2666361,-114.984167,29.6,,,76,,2,76,,,A
NV-02329,39.2498988,-119.6676979,21,,,85,*,,82,*,,A
NV-02331,37.7166412,-117.7842261,36.5,,,92,,3,81,,,A
NV-02331,37.7166412,-117.7842261,34,,,88,,3,77,,,A
NV-02331,37.7166412,-117.7842261,35.2,*,,90,*,,79,*,,A
NV-02346,41.0785816,-118.6279957,,,,114,,,,,,A
NV-02352,40.2436951,-118.3452755,,,,91.05,,,,,,A
NV-02356,40.2558949,-118.3481757,,,,90.48,,,,,,A
NV-02358,40.2796947,-118.3294755,,,,101.14,,,,,,A
NV-02362,39.3120083,-118.4321648,,,,62.8,,,,,,A
NM-00242,32.1669268,-108.91263,,,,42.2584,,,,,,C
NV-02367,39.7232303,-119.0159867,,,,76.44,,,,,,A
NV-02370,39.8699076,-117.484246,,,,105.98,,,,,,A
NV-02371,39.5358937,-119.7360039,,,,115.52,,,,,,A
NV-02383,40.313243,-116.4492559,,,,119.756,,,,,,A
NV-02387,41.839896,-115.8709272,,,,56.056,,,,,,A
NV-02389,41.6082238,-116.8459524,,,,114.66,,,,,,A
NV-02394,39.3453048,-118.7789749,,,,114.66,,,,,,A
NV-02397,40.9331775,-119.317713,,,,46,,,,,,A
NV-02401,39.4237034,-118.7989765,,,,76.44,,,,,,A
NV-02410,39.3874047,-118.7219739,,,,112,,,,,,A
NV-02412,40.9081777,-119.3252128,,,,92,,,,,,A
NV-02415,41.7715737,-114.5542205,,,,58.604,,,,,,A
NV-02423,40.5506971,-117.607959,,,,110,,,,,,A
NM-00243,34.3700746,-108.1006231,,,,51.3,,,,,,B
NV-02429,40.5810965,-117.6217598,,,,76,,,,,,A
NV-02432,40.5798912,-118.2643114,,,,56.056,,,,,,A
NV-02434,40.6335903,-118.2772792,,,,77,,,,,,A
NV-02440,40.7344861,-118.6239905,,,,58.786,,,,,,A
NV-02455,39.0582513,-117.7442756,,,,41.496,,,,,,A
NV-02458,38.3682546,-118.7809617,,,,114.66,,,,,,A
NV-02459,38.3832541,-118.8009624,,,,,,,,,,A
NV-02463,40.8746951,-117.3364559,,,,92.82,,,,,,A
NV-02472,37.5482822,-117.2042415,,,,71.344,,,,,,A
NV-02474,37.5582823,-117.1692407,,,,86.632,,,,,,A
NV-02482,40.5110974,-117.6352592,32.8,,,89,,,89,,,A
NV-02485,39.6445997,-118.8344806,,,,44.66,,,,,,A
NV-02492,40.5782455,-115.6942377,,,,78.988,,,,,,A
NM-00251,32.0134311,-108.8996286,,,,46.4424,,,,,,C
NV-02493,40.5449128,-115.6675699,,,,84.084,,,,,,A
NV-02496,40.5582458,-115.6825705,,,,99.372,,,,,,A
NV-02497,40.5932453,-115.6959047,,,,86.632,,,,,,A
NV-02500,39.3482373,-118.8759776,,,,106.96,,,,,,A
NV-02506,40.636581,-119.3607097,86.8,,,71,,,,,,A
NV-02513,39.7414249,-115.5298887,,,,152.85,,,,,,G
NV-02513,39.7414249,-115.5298887,,,,40.95,,,,,,A
NV-02515,39.7677246,-115.5108885,,,,160.58,,,,,,G
NV-02515,39.7677246,-115.5108885,,,,216.58,,,,,,G
NV-02515,39.7677246,-115.5108885,,,,86.66,,,,,,A
NV-02523,38.3515885,-118.7476272,,,,,,,,,,A
NV-02526,39.6647261,-115.5158873,,,,78.96,,,,,,B
NV-02526,39.6647261,-115.5158873,,,,66.22,,,,,,A
NV-02529,39.9080029,-117.9830605,,,,104.025,,,,,,A
NV-02532,39.8587045,-117.880657,,,,41.44,,,,,,A
NV-02533,39.930863,-117.9328194,,,,91,,,,,,A
NV-02535,39.9882042,-117.6844533,,,,117.208,,,,,,A
NV-02536,39.9736042,-117.7151539,,,,96.824,,,,,,A
NV-02539,39.9074029,-117.9796604,,,,102.48,,,,,,A
NV-02540,39.8969028,-118.0179614,,,,66.22,,,,,,A
NV-02541,39.9431028,-117.9300595,,,,95,,,,,,A
NV-02542,40.189901,-117.7209571,,,,73.892,,,,,,A
NV-02549,39.5041073,-118.1796604,,,,113.568,,,,,,A
NV-02567,39.9021229,-115.4878895,,,,17.78,,,,,,A
NV-02571,39.7424249,-115.5258886,,,,185.7,,,,,,G
NV-02571,39.7424249,-115.5258886,,,,22.63,,,,,,A
NV-02578,40.9365793,-119.0993069,53.8,,,56,,3,56,,,B
NV-02586,40.7498805,-119.2427081,,,,42,,,,,,B
NV-02587,40.7708804,-119.2177077,,,,59,,,,,,B
SD-00057,44.3499732,-100.3904606,,,,82,,,,,,B
NV-02590,40.8281798,-119.2010081,,,,117,,,,,,B
NV-02600,40.9499049,-116.0176189,25.4,,,62,,,71,,,B
NV-02601,40.759895,-117.5309598,34.5,,,,,,125,,,B
NV-02607,40.4899079,-116.3709228,31.1,,,,,,78,,,B
NV-02608,40.8498787,-119.3010113,50,,,,,,126,,,B
NV-02609,40.4298849,-119.231003,32,,,,,,84,,,B
NV-02613,39.0799019,-119.6309945,38.5,,,,,,85,,,B
NV-02617,40.0099074,-117.2609416,52,,,,,,145,,,B
NV-02618,39.2999164,-117.4609376,52,,,,,,89,,,B
NV-02622,41.579865,-119.8310376,80,,,,,,78,,,B
NV-02623,41.5798657,-119.7510353,70,,,,,,74,,,B
NV-02625,37.3699602,-116.1508771,29,,,,,,89,,,B
NV-02627,39.6599217,-116.0909037,23.5,,,,,,93,,,B
NV-02631,37.9078189,-118.0456023,,,,59,,,,,,B
NV-02638,39.2974087,-118.4034638,,,,62.8,,,,,,B
NV-02639,39.3145093,-118.3055613,,,,71.1,,,,,,B
NV-02641,41.7432407,-114.5592202,,,,81.536,,,,,,B
NV-02642,40.4082172,-119.3910071,,,,98.7,,,,,,B
NV-02644,41.3850987,-116.1467288,,,,95,,26,,,,B
NV-02650,39.794209,-117.4487439,,,,112,,,,,,B
NV-02651,39.8161086,-117.4542444,,,,76,,,,,,B
NV-02654,40.6905807,-119.305009,,,,50.96,,,,,,B
NV-02655,40.7665802,-119.2520086,,,,56.056,,,,,,B
NV-02663,39.2896052,-118.847176,,,,89,,,,,,B
NV-02664,39.3914036,-118.8454773,,,,79,,,,,,B
NV-02670,39.5309018,-118.7967779,,,,100,,,,,,B
NV-02671,39.9993982,-118.3859731,,,,92,,,,,,B
NV-02682,40.5697859,-118.8979957,,,,53.508,,,,,,B
NV-02690,41.8265539,-116.9576255,,,,63.7,,,,,,B
NV-02693,40.3782532,-115.0292158,,,,86.632,,,,,,B
NV-02698,41.1082196,-118.0426462,,,,89.18,,,,,,B
NV-02708,41.8365702,-118.9155156,,,,50.14,,,,,,B
NV-02710,41.8113709,-118.871814,,,,63.7,,,,,,B
NV-02712,41.7992704,-118.947916,,,,96.88,,,,,,B
NV-02719,41.7298714,-118.916014,,,,117.6,,,,,,B
NV-02721,40.8332382,-116.2059227,,,,82.992,,,,,,B
NV-02725,39.8398944,-119.1176579,,,,112.112,,,,,,B
SD-00058,43.8399758,-100.2804529,,,,84,,,,,,B
NV-02728,39.9565602,-119.0159901,,,,28.028,,,,,,B
NV-02734,40.5583973,-117.5637579,,,,68,,,,,,B
NV-02738,39.7667244,-115.5428894,,,,103.6,,,,,,B
NV-02742,41.9915366,-118.7593469,,,,117.208,,,,,,B
NV-02743,39.7948935,-119.2959955,,,,69.16,,,,,,B
NV-02745,39.9548913,-119.2759973,,,,103.74,,,,,,B
NV-02761,40.5668964,-117.6586607,,,,83,,,,,,B
NV-02764,40.5391969,-117.6447599,,,,71,,,,,,B
NV-02765,40.6525946,-117.7412643,,,,105,,,,,,B
NV-02766,40.6091956,-117.6942623,,,,84,,,,,,B
NV-02783,39.3182304,-119.7510012,,,,58.604,,,,,,B
NV-02788,40.2732245,-118.7543207,,,,65.702,,,,,,B
NV-02790,40.1782253,-118.8193211,,,,84.084,,,,,,B
NV-02799,40.0198908,-119.21933,,,,56.056,,,,,,B
NV-02800,39.673228,-119.3726625,,,,96.824,,,,,,B
NV-02802,40.0298931,-118.9359889,,,,96.824,,,,,,B
NV-02804,40.1532249,-118.9059899,,,,68.796,,,,,,B
NV-02806,40.166559,-118.8009871,,,,53.508,,,,,,B
NV-02807,40.2148911,-118.8559894,,,,119.756,,,,,,B
NV-02812,40.0832277,-118.6943163,,,,86.632,,,,,,B
NV-02814,40.0298948,-118.7409835,,,,114.66,,,,,,B
NV-02816,40.071559,-118.9559901,,,,82.992,,,,,,B
NV-02820,40.1965602,-118.6109822,,,,53.508,,,,,,B
NV-02822,40.2632253,-118.6809852,,,,71.344,,,,,,B
NV-02829,37.8932717,-117.72426,,,,99.372,,,,,,B
NV-02830,37.6999424,-117.664256,,,,119.756,,,,,,B
NV-02837,39.6827257,-115.5288879,,,,43.4,,,,,,B
NV-02847,40.2265568,-118.9543256,,,,68.796,,,,,,B
NV-02860,39.8841032,-117.9954606,,,,92.4,,,,,,B
NV-02861,39.8774031,-118.0086608,,,,110.6,,,,,,B
NV-02865,39.8526049,-117.8347556,,,,68.6,,,,,,B
NV-02869,39.8164039,-118.0281605,,,,68.6,,,,,,B
NV-02870,39.8306037,-118.0296608,,,,100.8,,,,,,B
NV-02871,40.1399021,-117.6759551,,,,35.672,,,,,,B
NV-02872,39.8179038,-118.0311606,,,,63,,,,,,B
NV-02874,39.8322036,-118.0292608,,,,107.8,,,,,,B
NV-02881,39.4052909,-118.1688399,,,,53.44,,,,,,B
NV-02885,40.7054804,-119.3260098,,,,25.48,,,,,,B
NV-02888,39.8956979,-118.6057778,,,,38,,,,,,B
NV-02889,39.9017,-118.3417705,,,,11,,,,,,B
NV-02899,40.1582277,-118.5693139,,,,30.576,,,,,,B
NV-02901,40.0848909,-119.0993276,,,,34.58,,,,,,B
NV-02902,40.0115588,-119.0876595,,,,38.038,,,,,,B
NV-02903,40.833194,-117.534261,46,,,145,*,,141,*,,C
NV-02906,40.87818,-119.1043062,67.1,,,70,,4,70,,,C
NV-02910,36.8516683,-116.4408791,27.4,,,71,,,54,,,C
NV-02913,38.3216246,-118.4759527,,,,50,,,,,,C
NV-02914,39.951492,-119.2004951,,,,58.24,,,,,,C
NV-02919,37.8459034,-118.0332845,,,,104,,,,,,C
NV-02929,39.8261083,-117.4757451,50.1,,0.1,84,,10,84,,10,C
NV-02930,39.7465754,-117.56928,,,,76.3,,,,,,C
NV-02933,39.5179033,-118.6346733,,,,42,,,,,,C
NV-02943,40.5153043,-116.7794348,,,,110.565,,,,,,C
NV-02949,40.7279061,-116.2081213,,,,57.33,,,,,,C
NV-02951,40.4122094,-116.31312,,,,86.632,,,,,,C
NV-02956,40.5041085,-116.2744202,,,,80.08,,,,,,C
NV-02971,40.0427008,-118.001963,,,,51.87,,,,,,C
NV-02972,40.142897,-118.2829723,,,,87.36,,,,,,C
NV-02979,39.562111,-117.6297459,,,,91.728,,,,,,C
NV-02983,39.4023113,-117.892051,,,,53.235,,,,,,C
NV-02992,40.5771053,-116.5571293,,,,110,,,,,,C
NV-02993,40.5667047,-116.6532319,,,,99,,,,,,C
NV-03010,40.3121874,-119.1319985,,,,71.344,,,,,,C
NV-03012,40.2983867,-119.2330011,,,,81.536,,,,,,C
NV-03013,40.4031862,-119.1239996,,,,78.988,,,,,,C
NV-03014,40.4700853,-119.1200005,,,,91.728,,,,,,C
NV-03020,41.5398912,-116.8559517,,,,119.756,,,,,,C
NV-03028,40.4853917,-118.3559793,,,,118.75,,,,,,C
NV-03031,40.6971959,-117.5185586,,,,94.276,,,,,,C
NV-03032,40.8043953,-117.4231574,,,,89.18,,,,,,C
NV-03045,39.0561155,-118.0529508,,,,109.2,,,,,,C
NV-03052,39.9999014,-118.0009623,,,,113,,,,,,C
NV-03063,40.5768962,-117.6686611,,,,68.25,,,,,,C
NV-03072,40.5621968,-117.6156594,,,,84.63,,,,,,C
NV-03075,41.3558767,-118.8115052,,,,2050,,,,,,C
NV-03075,41.3558767,-118.8115052,,,,502,,,,,,
NV-03076,39.6141961,-119.3099933,,,,62.79,,,,,,C
NV-03079,40.9481049,-116.0249191,,,,62.2,,,,,,C
NV-03090,40.343184,-119.4720084,,,,61.88,,,,,,C
NV-03092,39.5206006,-118.9576822,,,,59.2,,,,,,C
NV-03096,39.2414093,-118.4409641,,,,65.52,,,,,,C
NV-03097,39.2710091,-118.4089636,,,,81.9,,,,,,C
NV-03099,39.3115083,-118.4329648,,,,68.796,,,,,,C
NV-03100,39.3701061,-118.5799697,,,,86.814,,,,,,C
NV-03103,40.5665962,-117.6826614,,,,65,,,,,,C
NV-03107,40.1565934,-118.6909839,,,,81.9,,,,,,C
NV-03109,40.3177942,-118.3309761,,,,78.624,,,,,,C
NV-03110,40.3603934,-118.3529774,,,,72.8,,,,,,C
NV-03113,40.307494,-118.3709771,,,,112.84,,,,,,C
NV-03114,40.0500952,-118.6569814,,,,58.24,,,,,,C
NV-03117,40.4450898,-118.6399867,,,,107.835,,,,,,C
NV-03118,40.5548973,-117.5676579,,,,117,,,,,,C
NV-03142,40.0845928,-118.874988,,,,117.39,,,,,,C
NV-03149,40.0552941,-118.7749848,,,,43.68,,,,,,C
NV-03154,40.0505981,-118.3089717,,,,103.74,,,,,,C
NV-03167,39.6499006,-118.7168774,,,,91.7,,,,,,C
NV-03168,40.6945803,-119.3490103,,,,43.68,,,,,,C
NV-03176,40.1142005,-117.9099614,,,,51.87,,,,,,C
NV-03180,39.9446006,-118.2009672,,,,186.55,,,,,,C
NV-03183,39.769093,-117.9022721,,,,137.24,,,,,,C
NV-03199,39.2677048,-118.3465336,,,,66.633,,,,,,C
NV-03211,36.8349684,-116.4691797,,,,,,,42,,,
NV-03211,36.8349684,-116.4691797,,,,,,,28,,,D
NV-03212,36.8549682,-116.4475793,,,,,,,34,,,
NV-03212,36.8549682,-116.4475793,,,,,,,34,,,D
NV-03218,36.8216688,-116.450879,,,,39,,,39,,5,D
NV-03222,36.8434686,-116.4141783,,,,61,,,61,,21,D
NV-03223,36.8949674,-116.4466798,,,,48,,,48,,2,D
NV-03224,36.8249685,-116.4825799,,,,60,,,60,,8,D
NV-03230,36.8549686,-116.3958779,,,,,,,50,,,D
NV-03231,36.8782678,-116.4291791,,,,40,,,40,,10,D
NV-03232,36.8082692,-116.4425787,,,,48,,,48,,3,D
NV-03234,39.9015731,-117.5709489,,,,39.48,,,,,,D
NV-03235,40.6915803,-119.3543104,,,,25,,,,,,D
NV-03240,40.7746797,-119.3010101,,,,25.48,,,,,,D
NV-03243,38.9337084,-118.1565023,,,,,,,,,,D
NV-03249,38.8867506,-118.156001,,,,,,,,,,D
NV-03251,38.9530625,-118.2406624,,,,,,,,,,D
NV-03257,38.8401888,-118.1397374,,,,,,,,,,D
NV-03266,38.7933203,-118.1238219,,,,,,,,,,D
NV-03267,38.7819508,-118.1741648,,,,,,,,,,D
NV-03273,38.9868346,-118.0418866,,,,,,,,,,D
NV-03281,38.8804641,-118.0436338,,,,,,,,,,D
NV-03283,38.9738597,-118.2142185,,,,,,,,,,D
NV-03287,38.9431863,-118.2150054,,,,,,,,,,D
NV-03291,41.5632107,-118.4576649,,,,38.22,,,,,,D
NV-03292,41.5732378,-115.1592357,,,,,,,,,,D
NV-03297,40.7665809,-119.1677063,,,,,,,,,,D
NV-03299,40.7665811,-119.1510058,,,,,,,,,,D
NV-03300,38.4999208,-118.5509571,,,,,,,,,,D
NV-03301,38.5399192,-118.6592606,,,,,,,,,,D
NV-03304,39.3998955,-119.7790031,,,,,,,,,,D
NV-03306,39.8113902,-119.6460054,,,,10.92,,,,,,D
NV-03314,39.4535952,-119.7180022,,,,20.748,,,,,,D
NV-03322,40.266593,-118.5579818,,,,20.475,,,,,,D
NV-03324,39.6647261,-115.5178873,,,,,,,,,,D
NV-03338,40.8815779,-119.3410129,,,,326,,,,,,G
NV-03339,40.8715781,-119.3343125,,,,502,,,,,,G
NM-06220,32.0378368,-107.5751922,,,,61.92,,,,,,X
NV-03344,41.1315777,-119.0010071,386,,,517,,75,517,,,G
NV-03348,40.6498807,-119.3677101,,,,335,,,,,,G
NV-03356,40.5498974,-117.5676579,49.4,,,192,*,,157,*,,G
NV-03358,40.6503807,-119.3677101,,,,0,,,,,,G
NV-03358,40.6503807,-119.3677101,,,,1841,,,,,,G
NV-03362,41.0786807,-118.7329987,,,,138.32,,,,,,G
NV-03364,41.0555806,-118.7779996,,,,138.7,,,,,,G
NV-03365,41.049881,-118.7379984,,,,190.19,,,,,,G
NV-03368,40.9685814,-118.8179995,,,,142.5,,,,,,G
NV-03373,41.0262812,-118.7479983,,,,172.71,,,,,,G
NV-03374,41.0325809,-118.7819994,,,,138.32,,,,,,G
NV-03377,41.0644809,-118.7319985,,,,172.9,,,,,,G
NV-03378,41.2349071,-115.3092021,,,,138,,,,,,G
NV-03379,41.2332074,-115.270901,,,,301,,,,,,G
NV-03385,37.8686368,-117.97985,,,,203,,,,,,G
NV-03386,37.862437,-117.967633,,,,146,,,,,,G
NV-03387,39.8083961,-118.9722867,,,,400.5,,,,,,G
NV-03390,39.7943973,-118.8484831,,,,1409.8,,,,,,G
NV-03391,39.7106982,-118.8919831,,,,127.4,,,,,,G
NV-03392,37.8691374,-117.9051313,,,,243,,,,,,G
NV-03392,37.8691374,-117.9051313,,,,192,,,,,,G
NV-03393,37.8599377,-117.8792305,,,,292.5,,,,,,G
NV-03399,37.8549377,-117.8892307,,,,175,,,,,,G
NV-03399,37.8549377,-117.8892307,,,,334.6,,,,,,G
NV-03402,37.8999366,-117.9326325,,,,336,,,,,,G
NV-03403,37.8874371,-117.8992314,,,,455,,,,,,G
NV-03414,39.8969099,-117.1432367,,,,418.4,,,,,,G
NV-03415,39.9034098,-117.1432368,,,,427,,,,,,G
NV-03417,39.8986099,-117.1451368,,,,326,,,,,,G
NV-03419,38.2766247,-118.5559543,,,,280,,,,,,G
NV-03420,40.0516007,-117.9942629,,,,234,,,,,,G
NV-03421,39.8892101,-117.1417366,,,,527,,,,,,G
NV-03426,41.1127809,-118.6669974,,,,155.8,,,,,,G
NV-03427,41.0877812,-118.6649969,,,,172.9,,,,,,G
NV-03429,41.0593811,-118.7139979,,,,191.9,,,,,,G
NV-03431,41.0238815,-118.7229976,,,,172.9,,,,,,G
NV-03433,40.991382,-118.7129968,,,,142.5,,,,,,G
NV-03439,41.0168818,-118.7019969,,,,138.32,,,,,,G
NV-03441,41.0306816,-118.6949969,,,,138.32,,,,,,G
NV-03443,41.0710812,-118.6899974,,,,190.38,,,,,,G
NV-03446,41.0687816,-118.6489962,,,,136.8,,,,,,G
NV-03447,40.2418949,-118.366476,,,,0,,,,,,G
NV-03455,40.3498845,-119.4026733,,,,180.48,,,,,,G
NV-03464,40.2380948,-118.3927767,,,,0,,,,,,G
NV-03465,39.9053925,-119.220195,,,,380.38,,,,,,G
NV-03469,39.9628932,-119.0360907,,,,218.4,,,,,,G
NV-03470,39.9637914,-119.2517967,,,,327.6,,,,,,G
NV-03471,39.9690933,-119.0146902,,,,196.56,,,,,,G
NV-03475,39.9831923,-119.1124931,,,,122.85,,,,,,G
NV-03477,39.9844928,-119.0469913,,,,318.5,,,,,,G
NV-03483,37.8966387,-117.6709253,,,,247,,,,,,G
NV-03488,37.8545031,-118.0609854,,,,203,,,,,,G
NV-03488,37.8545031,-118.0609854,,,,184.37,,,,,,G
NV-03493,37.8865363,-118.0005175,,,,235,,,,,,G
NV-03495,37.8475698,-118.0651688,,,,420,,,,,,G
NV-03499,38.7582447,-119.1493103,,,,351.624,,,,,,G
NV-03501,40.2680946,-118.3621763,,,,0,,,,,,G
NV-03507,41.9326711,-118.701511,,,,3193.6,,,,,,G
NV-03507,41.9326711,-118.701511,,,,238.16,,,,,,G
NV-03734,39.789596,-119.0182877,,,,4206.4,,,,,,G
NV-03512,39.5599034,-118.5557717,,,,292.775,,,,,,G
NV-03513,39.5599034,-118.5559717,,,,735.7,,,,,,G
NV-03516,39.4134082,-118.2421609,,,,43.47,,,,,,G
NV-03521,39.4553083,-118.1551591,,,,154.8,,,,,,G
NV-03524,39.5232074,-118.1413596,,,,171.5,,,,,,G
NV-03524,39.5232074,-118.1413596,,,,585.8,,,,,,G
NV-03528,40.4131837,-119.3938073,,,,1563.66,,,,,,G
NV-03537,40.4398832,-119.4110082,,,,152.8,,,,,,G
NV-03803,40.9337003,-116.6196361,,,,183.456,,,,,,G
NV-03541,40.3565512,-119.3926731,,,,211,,,,,,G
NV-03546,37.9116384,-117.6759256,,,,141.4,,,,,,G
NV-03546,37.9116384,-117.6759256,,,,212.8,,,,,,G
NV-03546,37.9116384,-117.6759256,,,,120,,,,,,G
NV-03547,40.4348833,-119.4026745,,,,206.28,,,,,,G
NV-03550,37.882436,-118.0436186,,,,212.44,,,,,,G
NV-03550,37.882436,-118.0436186,,,,379.76,,,,,,G
NV-03550,37.882436,-118.0436186,,,,131,,,,,,G
NV-03555,40.3455845,-119.4177069,,,,203.8,,,,,,G
NV-03562,40.3365513,-119.4176735,,,,145.6,,,,,,G
NV-03565,40.3582179,-119.3860062,,,,189.2,,,,,,G
NV-03566,40.3315514,-119.4093398,,,,216.9,,,,,,G
NV-03569,40.2225951,-118.375976,,,,76.54,,,,,,G
NV-03569,40.2225951,-118.375976,,,,1184.85,,,,,,G
NV-03573,40.3748842,-119.3960068,,,,632.16,,,,,,G
NV-03577,40.3982173,-119.391007,,,,159.525,,,,,,G
NV-03579,37.9132384,-117.6726255,,,,158.2,,,,,,G
NV-03579,37.9132384,-117.6726255,,,,130.2,,,,,,G
NV-03581,37.8876031,-117.9752668,,,,159,,,,,,G
NV-03582,40.6565576,-118.1709765,,,,127.4,,,,,,G
NV-03584,37.8777395,-117.6171236,,,,140,,,,,,G
NV-03586,37.9066385,-117.6676253,,,,1189.58,,,,,,G
NV-03586,37.9066385,-117.6676253,,,,167.01,,,,,,G
NV-03587,40.653224,-118.2076442,,,,127.4,,,,,,G
NV-03588,41.4783976,-116.1516302,,,,542.97,,,,,,G
NV-03591,37.8686368,-117.97985,,,,127.4,,,,,,G
NV-03594,37.9149383,-117.6759256,,,,326.04,,,,,,G
NV-03597,41.4861974,-116.1694309,,,,318,,,,,,G
